assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoformpanther_family	date	annotation_extension_class	taxon
CAFA	UniProtKB:P49918	CDKN1C	PMID:11746698		GO:1904030	negative regulation of cyclin-dependent protein kinase activity	IMP			20160816		NCBITaxon:9606
UniProt	UniProtKB:Q8WUJ0	STYX	PMID:28007894		GO:0032091	negative regulation of protein binding	IDA			20180413	UniProtKB:P63208|UniProtKB:Q969H0	NCBITaxon:9606
BHF-UCL	UniProtKB:P28161	GSTM2	PMID:17023043		GO:0060315	negative regulation of ryanodine-sensitive calcium-release channel activity	IDA			20121220		NCBITaxon:9606
BHF-UCL	UniProtKB:P28161	GSTM2	PMID:22406107		GO:0060315	negative regulation of ryanodine-sensitive calcium-release channel activity	IDA			20121214		NCBITaxon:9606
BHF-UCL	UniProtKB:P28161	GSTM2	PMID:17023043		GO:0060316	positive regulation of ryanodine-sensitive calcium-release channel activity	IDA			20121220		NCBITaxon:9606
ARUK-UCL	UniProtKB:P52797	EFNA3	PMID:24217950		GO:1902961	positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process	IGI	UniProtKB:P54764		20170620		NCBITaxon:9606
SynGO	UniProtKB:Q99996	AKAP9	PMID:10390370		GO:0098962	regulation of postsynaptic neurotransmitter receptor activity	IDA			20220928	GO:0098978	NCBITaxon:9606
SynGO	UniProtKB:Q99996	AKAP9	PMID:10390370		GO:0098962	regulation of postsynaptic neurotransmitter receptor activity	IMP			20220928	GO:0098978	NCBITaxon:9606
BHF-UCL	UniProtKB:Q99996	AKAP9	PMID:16002409		GO:1901018	positive regulation of potassium ion transmembrane transporter activity	IMP			20141104		NCBITaxon:9606
UniProt	UniProtKB:Q8WX94	NLRP7	PMID:15817483		GO:1905246	negative regulation of aspartic-type peptidase activity	IDA			20190910	UniProtKB:P29466	NCBITaxon:9606
BHF-UCL	UniProtKB:P53350	PLK1	PMID:21041660		GO:0043393	regulation of protein binding	IMP			20110202		NCBITaxon:9606
BHF-UCL	UniProtKB:P53350	PLK1	PMID:21041660		GO:0045736	negative regulation of cyclin-dependent protein serine/threonine kinase activity	IMP			20110202		NCBITaxon:9606
UniProt	UniProtKB:P53350	PLK1	PMID:19473992		GO:0051443	positive regulation of ubiquitin-protein transferase activity	IMP			20100622		NCBITaxon:9606
UniProt	UniProtKB:P53350	PLK1	PMID:15148369		GO:1904668	positive regulation of ubiquitin protein ligase activity	IDA			20111122		NCBITaxon:9606
UniProt	UniProtKB:P31689	DNAJA1	PMID:24512202		GO:0043508	negative regulation of JUN kinase activity	IMP			20140703		NCBITaxon:9606
UniProt	UniProtKB:Q8WV92	MITD1	PMID:23015756		GO:0032091	negative regulation of protein binding	IMP			20140211	UniProtKB:P53990|UniProtKB:Q9UN37	NCBITaxon:9606
BHF-UCL	UniProtKB:P01584	IL1B	PMID:10748004		GO:0043406	positive regulation of MAP kinase activity	IDA			20210421		NCBITaxon:9606
BHF-UCL	UniProtKB:P01584	IL1B	PMID:25327529		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IDA			20191118	UniProtKB:Q04206|CL:0002544	NCBITaxon:9606
BHF-UCL	UniProtKB:P01584	IL1B	PMID:18390750		GO:0035505	positive regulation of myosin light chain kinase activity	IDA			20101202		NCBITaxon:9606
UniProt	UniProtKB:P01584	IL1B	PMID:15899045		GO:0050999	regulation of nitric-oxide synthase activity	IDA			20151214		NCBITaxon:9606
BHF-UCL	UniProtKB:P01584	IL1B	PMID:10748004		GO:0051091	positive regulation of DNA-binding transcription factor activity	IDA			20080128		NCBITaxon:9606
BHF-UCL	UniProtKB:P01584	IL1B	PMID:10383454		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IDA			20090309		NCBITaxon:9606
BHF-UCL	UniProtKB:P01584	IL1B	PMID:12958148		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IDA			20110915		NCBITaxon:9606
BHF-UCL	UniProtKB:P01584	IL1B	PMID:16720713		GO:0060559	positive regulation of calcidiol 1-monooxygenase activity	IDA			20090507		NCBITaxon:9606
BHF-UCL	UniProtKB:P01584	IL1B	PMID:17023519		GO:0060559	positive regulation of calcidiol 1-monooxygenase activity	IDA			20090507		NCBITaxon:9606
BHF-UCL	UniProtKB:P01579	IFNG	PMID:9282826		GO:0060550	positive regulation of fructose 1,6-bisphosphate 1-phosphatase activity	IDA			20090730		NCBITaxon:9606
BHF-UCL	UniProtKB:P01579	IFNG	PMID:9282826		GO:0060559	positive regulation of calcidiol 1-monooxygenase activity	IDA			20090507		NCBITaxon:9606
CAFA	UniProtKB:P01579	IFNG	PMID:22504299		GO:0071902	positive regulation of protein serine/threonine kinase activity	IDA			20170124		NCBITaxon:9606
ARUK-UCL	UniProtKB:P01579	IFNG	PMID:19808651		GO:1902948	negative regulation of tau-protein kinase activity	IGI	UniProtKB:P05067|UniProtKB:P10636|UniProtKB:P49768		20190430	UBERON:0002421	NCBITaxon:9606
CAFA	UniProtKB:P01579	IFNG	PMID:23629966		GO:1904798	positive regulation of core promoter binding	IDA			20161108		NCBITaxon:9606
MGI	UniProtKB:Q70EL3	USP50	PMID:28094437		GO:2001056	positive regulation of cysteine-type endopeptidase activity	IMP			20180802		NCBITaxon:9606
UniProt	UniProtKB:P28749	RBL1	PMID:16286473		GO:0043550	regulation of lipid kinase activity	IDA			20060717		NCBITaxon:9606
HGNC-UCL	UniProtKB:O94992	HEXIM1	PMID:14580347		GO:0004861	cyclin-dependent protein serine/threonine kinase inhibitor activity	IDA			20040816		NCBITaxon:9606
HGNC-UCL	UniProtKB:O94992	HEXIM1	PMID:14580347		GO:0045736	negative regulation of cyclin-dependent protein serine/threonine kinase activity	IDA			20040816		NCBITaxon:9606
UniProt	UniProtKB:Q7Z3Z2	RD3	PMID:21928830		GO:0031283	negative regulation of guanylate cyclase activity	IMP			20190805		NCBITaxon:9606
UniProt	UniProtKB:Q7Z3Z2	RD3	PMID:30559291		GO:0031283	negative regulation of guanylate cyclase activity	IMP			20190805		NCBITaxon:9606
UniProt	UniProtKB:Q9BZS1	FOXP3	PMID:16652169		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA			20061215		NCBITaxon:9606
UniProt	UniProtKB:Q9BZS1	FOXP3	PMID:16652169		GO:0032792	negative regulation of CREB transcription factor activity	IDA			20070118		NCBITaxon:9606
UniProt	UniProtKB:Q9BZS1	FOXP3	PMID:16873067		GO:0043433	negative regulation of DNA-binding transcription factor activity	IDA			20061215		NCBITaxon:9606
UniProt	UniProtKB:P28715	ERCC5	PMID:9927729		GO:0050790	regulation of catalytic activity	IDA			20210120	UniProtKB:P78549	NCBITaxon:9606
UniProt	UniProtKB:Q9Y2G2	CARD8	PMID:11821383		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IMP			20170609		NCBITaxon:9606
UniProt	UniProtKB:Q9Y2G2	CARD8	PMID:11821383		GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	IDA			20170609		NCBITaxon:9606
HGNC-UCL	UniProtKB:Q9Y2G2	CARD8	PMID:15030775		GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	IDA			20060525		NCBITaxon:9606
UniProt	UniProtKB:Q9Y2G2	CARD8	PMID:11821383		GO:0097340	inhibition of cysteine-type endopeptidase activity	IDA			20170609		NCBITaxon:9606
UniProt	UniProtKB:P55085	F2RL1	PMID:23202369		GO:0043547	positive regulation of GTPase activity	IMP			20170905	UniProtKB:P63000	NCBITaxon:9606
UniProt	UniProtKB:P08238	HSP90AB1	PMID:26593036		GO:0032516	positive regulation of phosphoprotein phosphatase activity	IDA			20160617		NCBITaxon:9606
BHF-UCL	UniProtKB:P08238	HSP90AB1	PMID:10197982		GO:0051973	positive regulation of telomerase activity	IDA			20161215		NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:P55072	VCP	PMID:22970133		GO:1903007	positive regulation of Lys63-specific deubiquitinase activity	IDA			20140512	UniProtKB:P54252	NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:P55061	TMBIM6	PMID:19328063		GO:0032091	negative regulation of protein binding	IDA			20150201	UniProtKB:O75460|UniProtKB:Q16611|UniProtKB:O75460|UniProtKB:Q07812	NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:P55061	TMBIM6	PMID:19328063		GO:0060702	negative regulation of endoribonuclease activity	IDA			20150201	UniProtKB:O75460	NCBITaxon:9606
BHF-UCL	UniProtKB:P55055	NR1H2	PMID:17186944		GO:0051006	positive regulation of lipoprotein lipase activity	IMP			20090126		NCBITaxon:9606
BHF-UCL	UniProtKB:O00585	CCL21	PMID:15059845		GO:0043552	positive regulation of phosphatidylinositol 3-kinase activity	IDA			20110322		NCBITaxon:9606
BHF-UCL	UniProtKB:O00585	CCL21	PMID:15778365		GO:0043552	positive regulation of phosphatidylinositol 3-kinase activity	IDA			20110322		NCBITaxon:9606
BHF-UCL	UniProtKB:O00585	CCL21	PMID:15059845		GO:0045860	positive regulation of protein kinase activity	IDA			20110322		NCBITaxon:9606
BHF-UCL	UniProtKB:O00585	CCL21	PMID:15778365		GO:0090630	activation of GTPase activity	IDA			20110322		NCBITaxon:9606
BHF-UCL	UniProtKB:Q7Z434	MAVS	PMID:16127453		GO:0051091	positive regulation of DNA-binding transcription factor activity	IDA			20110310		NCBITaxon:9606
BHF-UCL	UniProtKB:Q7Z434	MAVS	PMID:18818105		GO:0051091	positive regulation of DNA-binding transcription factor activity	IDA			20200226	UniProtKB:Q14653	NCBITaxon:9606
UniProt	UniProtKB:Q9UK73	FEM1B	PMID:15601820		GO:0051438	regulation of ubiquitin-protein transferase activity	IMP			20080314		NCBITaxon:9606
UniProt	UniProtKB:Q9HB09	BCL2L12	PMID:22262180		GO:1990001	inhibition of cysteine-type endopeptidase activity involved in apoptotic process	IDA			20131212		NCBITaxon:9606
UniProt	UniProtKB:Q8N3F0	MTURN	PMID:24681962		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IMP			20191017		NCBITaxon:9606
UniProt	UniProtKB:Q8N122	RPTOR	PMID:12150926		GO:0071902	positive regulation of protein serine/threonine kinase activity	IDA			20101013		NCBITaxon:9606
HGNC-UCL	UniProtKB:Q15257	PTPA	PMID:16916641		GO:0032515	negative regulation of phosphoprotein phosphatase activity	IDA			20071011		NCBITaxon:9606
HGNC-UCL	UniProtKB:Q15257	PTPA	PMID:16916641		GO:0032516	positive regulation of phosphoprotein phosphatase activity	IDA			20071011		NCBITaxon:9606
HGNC-UCL	UniProtKB:Q15257	PTPA	PMID:16916641		GO:0043666	regulation of phosphoprotein phosphatase activity	IDA			20070426		NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:P43357	MAGEA3	PMID:12097332		GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	IDA			20150330		NCBITaxon:9606
UniProt	UniProtKB:P43356	MAGEA2	PMID:20864041		GO:0051443	positive regulation of ubiquitin-protein transferase activity	IMP			20120220		NCBITaxon:9606
UniProt	UniProtKB:Q9Y3Y2	CHTOP	PMID:23299939		GO:0032781	positive regulation of ATP-dependent activity	IDA			20131106		NCBITaxon:9606
UniProt	UniProtKB:Q9Y3Y2	CHTOP	PMID:23299939		GO:0051096	positive regulation of helicase activity	IDA			20131106		NCBITaxon:9606
UniProt	UniProtKB:Q8IXQ6	PARP9	PMID:26479788		GO:0035563	positive regulation of chromatin binding	IGI	UniProtKB:Q8TDB6		20170825	GO:0035458|UniProtKB:P42224	NCBITaxon:9606
UniProt	UniProtKB:Q8IXQ6	PARP9	PMID:27796300		GO:0043086	negative regulation of catalytic activity	IDA			20190910	UniProtKB:Q460N5	NCBITaxon:9606
HGNC-UCL	UniProtKB:P31947	SFN	PMID:11574543		GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	IDA			20070302		NCBITaxon:9606
BHF-UCL	UniProtKB:P31946	YWHAB	PMID:17255105		GO:0043085	positive regulation of catalytic activity	IDA			20090220		NCBITaxon:9606
BHF-UCL	UniProtKB:Q92769	HDAC2	PMID:18316616		GO:2000273	positive regulation of signaling receptor activity	IMP			20201016		NCBITaxon:9606
BHF-UCL	UniProtKB:Q92769	HDAC2	PMID:19041327		GO:0043433	negative regulation of DNA-binding transcription factor activity	IMP			20090624		NCBITaxon:9606
UniProt	UniProtKB:Q99496	RNF2	PMID:18629613		GO:0043433	negative regulation of DNA-binding transcription factor activity	IMP			20150330	UniProtKB:Q12800-1	NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:Q99497	PARK7	PMID:15983381		GO:0006469	negative regulation of protein kinase activity	IGI	UniProtKB:Q99683|UniProtKB:Q9UER7		20140513	UniProtKB:Q99683	NCBITaxon:9606
UniProt	UniProtKB:Q99497	PARK7	PMID:11477070		GO:0032091	negative regulation of protein binding	IDA			20091209		NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:Q99497	PARK7	PMID:15983381		GO:0032091	negative regulation of protein binding	IGI	UniProtKB:Q99683|UniProtKB:Q9UER7		20140514	UniProtKB:Q9UER7|UniProtKB:Q99683	NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:Q99497	PARK7	PMID:16731528		GO:0032091	negative regulation of protein binding	IDA			20140714	UniProtKB:Q13547|UniProtKB:P23246	NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:Q99497	PARK7	PMID:17015834		GO:0032091	negative regulation of protein binding	IDA			20140911	UniProtKB:Q14145|UniProtKB:Q16236	NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:Q99497	PARK7	PMID:21785459		GO:0032091	negative regulation of protein binding	IMP			20140529	UniProtKB:Q13158|UniProtKB:Q14790|UniProtKB:Q14790|UniProtKB:O00220	NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:Q99497	PARK7	PMID:24899725		GO:0032091	negative regulation of protein binding	IDA			20140710	UniProtKB:P40337|UniProtKB:Q16665|GO:0051444	NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:Q99497	PARK7	PMID:17015834		GO:0051091	positive regulation of DNA-binding transcription factor activity	IMP			20140911	UniProtKB:Q16236	NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:Q99497	PARK7	PMID:24899725		GO:0051444	negative regulation of ubiquitin-protein transferase activity	IDA			20140710	UniProtKB:P40337	NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:Q99497	PARK7	PMID:24567322		GO:1901671	positive regulation of superoxide dismutase activity	IDA			20220316	UniProtKB:P00441	NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:Q99497	PARK7	PMID:23743200		GO:1903168	positive regulation of pyrroline-5-carboxylate reductase activity	IDA			20140716	UniProtKB:P32322	NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:Q99497	PARK7	PMID:19703902		GO:1903178	positive regulation of tyrosine 3-monooxygenase activity	IDA			20140714		NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:Q99497	PARK7	PMID:19703902		GO:1903200	positive regulation of L-dopa decarboxylase activity	IDA			20140721		NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:Q99497	PARK7	PMID:21097510		GO:2000157	negative regulation of ubiquitin-specific protease activity	IDA			20140603	UniProtKB:Q6GQQ9	NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:Q99497	PARK7	PMID:22492997		GO:2000679	positive regulation of transcription regulatory region DNA binding	IMP			20140915	UniProtKB:Q16236	NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:Q99497	PARK7	PMID:17510388		GO:2000825	positive regulation of androgen receptor activity	IMP			20140325		NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:Q99497	PARK7	PMID:21785459		GO:2001268	negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway	IMP			20140630	UniProtKB:Q14790|GO:1903122	NCBITaxon:9606
BHF-UCL	UniProtKB:P11473	VDR	PMID:16549446		GO:0010980	positive regulation of vitamin D 24-hydroxylase activity	IDA			20090624		NCBITaxon:9606
BHF-UCL	UniProtKB:Q92786	PROX1	PMID:15205472		GO:0043433	negative regulation of DNA-binding transcription factor activity	IDA			20090818		NCBITaxon:9606
BHF-UCL	UniProtKB:Q92786	PROX1	PMID:16488887		GO:0043433	negative regulation of DNA-binding transcription factor activity	IDA			20090818		NCBITaxon:9606
BHF-UCL	UniProtKB:Q92786	PROX1	PMID:19210544		GO:0045737	positive regulation of cyclin-dependent protein serine/threonine kinase activity	IDA			20100114		NCBITaxon:9606
UniProt	UniProtKB:Q92797	SYMPK	PMID:29158257		GO:0032091	negative regulation of protein binding	IMP			20180320		NCBITaxon:9606
BHF-UCL	UniProtKB:Q99683	MAP3K5	PMID:20674765		GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	IDA			20110428		NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:Q99683	MAP3K5	PMID:23000344		GO:0043507	positive regulation of JUN kinase activity	IMP			20150113	GO:0034976	NCBITaxon:9606
BHF-UCL	UniProtKB:Q99683	MAP3K5	PMID:11959862		GO:0045860	positive regulation of protein kinase activity	IDA			20210421	UniProtKB:O14733	NCBITaxon:9606
BHF-UCL	UniProtKB:P06756	ITGAV	PMID:15215180		GO:1905598	negative regulation of low-density lipoprotein receptor activity	IMP			20201016		NCBITaxon:9606
UniProt	UniProtKB:P06748	NPM1	PMID:19188445		GO:0032071	regulation of endodeoxyribonuclease activity	IDA			20101012		NCBITaxon:9606
UniProt	UniProtKB:P06748	NPM1	PMID:12882984		GO:0044387	negative regulation of protein kinase activity by regulation of protein phosphorylation	IDA			20130417		NCBITaxon:9606
UniProt	UniProtKB:P06748	NPM1	PMID:15087454		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IMP			20040805		NCBITaxon:9606
UniProt	UniProtKB:P06748	NPM1	PMID:19188445		GO:0060699	regulation of endoribonuclease activity	IDA			20101012		NCBITaxon:9606
BHF-UCL	UniProtKB:P06734	FCER2	PMID:7544003		GO:0051000	positive regulation of nitric-oxide synthase activity	IDA			20080724		NCBITaxon:9606
BHF-UCL	UniProtKB:P06727	APOA4	PMID:2307668		GO:0051006	positive regulation of lipoprotein lipase activity	IDA			20090521		NCBITaxon:9606
ARUK-UCL	UniProtKB:P06727	APOA4	PMID:1935934		GO:1905920	positive regulation of CoA-transferase activity	IDA			20220217		NCBITaxon:9606
UniProt	UniProtKB:P08F94	PKHD1	PMID:21300060		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IMP			20130910		NCBITaxon:9606
UniProt	UniProtKB:Q15910	EZH2	PMID:20154697		GO:0043406	positive regulation of MAP kinase activity	IDA			20130320		NCBITaxon:9606
UniProt	UniProtKB:Q15910	EZH2	PMID:20154697		GO:0043547	positive regulation of GTPase activity	IDA			20130320		NCBITaxon:9606
UniProt	UniProtKB:Q15910	EZH2	PMID:20154697		GO:0071902	positive regulation of protein serine/threonine kinase activity	IDA			20130320		NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:P21675	TAF1	PMID:17237821		GO:0032092	positive regulation of protein binding	IDA			20161005	UniProtKB:Q00987|UniProtKB:P04637	NCBITaxon:9606
ARUK-UCL	UniProtKB:P21675	TAF1	PMID:24289924		GO:0043433	negative regulation of DNA-binding transcription factor activity	IDA			20200504		NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:P21675	TAF1	PMID:24289924		GO:1903026	negative regulation of RNA polymerase II regulatory region sequence-specific DNA binding	IDA			20160929	UniProtKB:P04637|GO:0018107	NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:P21675	TAF1	PMID:20181722		GO:2000825	positive regulation of androgen receptor activity	IDA			20161005	GO:0071383|UniProtKB:P10275	NCBITaxon:9606
UniProt	UniProtKB:Q4KMP7	TBC1D10B	PMID:19077034		GO:0043087	regulation of GTPase activity	IDA			20101116		NCBITaxon:9606
UniProt	UniProtKB:P01160	NPPA	PMID:22399583		GO:0043508	negative regulation of JUN kinase activity	IDA			20190909		NCBITaxon:9606
BHF-UCL	UniProtKB:P01160	NPPA	PMID:19646991		GO:1902261	positive regulation of delayed rectifier potassium channel activity	IDA			20141219		NCBITaxon:9606
BHF-UCL	UniProtKB:P01160	NPPA	PMID:8301666		GO:1902261	positive regulation of delayed rectifier potassium channel activity	IDA			20141219	CL:0002494	NCBITaxon:9606
BHF-UCL	UniProtKB:O00463	TRAF5	PMID:12296995		GO:0051091	positive regulation of DNA-binding transcription factor activity	IMP			20100721		NCBITaxon:9606
BHF-UCL	UniProtKB:O00463	TRAF5	PMID:12296995		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IMP			20100721		NCBITaxon:9606
UniProt	UniProtKB:O00463	TRAF5	PMID:15121867		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IMP			20130417		NCBITaxon:9606
UniProt	UniProtKB:Q8TEY7	USP33	PMID:24056301		GO:0032091	negative regulation of protein binding	IMP			20141204	UniProtKB:P11234|UniProtKB:Q96KP1|UniProtKB:Q96KP1|UniProtKB:Q9UHD2|UniProtKB:Q96KP1|UniProtKB:Q14457	NCBITaxon:9606
UniProt	UniProtKB:Q8TEY7	USP33	PMID:24056301		GO:0032092	positive regulation of protein binding	IMP			20141204	UniProtKB:Q14457|UniProtKB:Q8IYI6	NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:O94907	DKK1	PMID:20093360		GO:0032091	negative regulation of protein binding	IDA			20170410	UniProtKB:O75581|UniProtKB:O14905|UniProtKB:P56704|GO:1904723	NCBITaxon:9606
ARUK-UCL	UniProtKB:O94907	DKK1	PMID:23164821		GO:0043507	positive regulation of JUN kinase activity	IDA			20170428	CL:0002609	NCBITaxon:9606
HGNC	UniProtKB:Q8TEV9	SMCR8	PMID:28195531		GO:0006469	negative regulation of protein kinase activity	IMP			20170216	UniProtKB:O75385	NCBITaxon:9606
UniProt	UniProtKB:Q8TEV9	SMCR8	PMID:32303654		GO:0043547	positive regulation of GTPase activity	IMP			20210727		NCBITaxon:9606
UniProt	UniProtKB:A1E959	ODAM	PMID:25911094		GO:0043547	positive regulation of GTPase activity	IMP			20150826	CL:0000059|UniProtKB:P61586	NCBITaxon:9606
BHF-UCL	UniProtKB:Q30201	HFE	PMID:18353247		GO:0032092	positive regulation of protein binding	IGI	UniProtKB:P02787|UniProtKB:P61769|UniProtKB:Q07891|UniProtKB:Q9UP52		20150702	UniProtKB:Q9UP52	NCBITaxon:9606
BHF-UCL	UniProtKB:Q30201	HFE	PMID:9465039		GO:1900121	negative regulation of receptor binding	IDA			20150422	UniProtKB:P02787	NCBITaxon:9606
BHF-UCL	UniProtKB:Q30201	HFE	PMID:18353247		GO:1900122	positive regulation of receptor binding	IGI	UniProtKB:P02787|UniProtKB:P61769|UniProtKB:Q07891|UniProtKB:Q9UP52		20150702	UniProtKB:P02787	NCBITaxon:9606
BHF-UCL	UniProtKB:Q30201	HFE	PMID:18353247		GO:1904434	positive regulation of ferrous iron binding	IGI	UniProtKB:P02786|UniProtKB:P02787|UniProtKB:P61769|UniProtKB:Q9UP52		20150707		NCBITaxon:9606
BHF-UCL	UniProtKB:Q30201	HFE	PMID:18353247		GO:1904437	positive regulation of transferrin receptor binding	IGI	UniProtKB:P02786|UniProtKB:P02787|UniProtKB:P61769|UniProtKB:Q9UP52		20150707		NCBITaxon:9606
BHF-UCL	UniProtKB:Q30201	HFE	PMID:9465039		GO:2000272	negative regulation of signaling receptor activity	IDA			20150805	UniProtKB:P02786	NCBITaxon:9606
BHF-UCL	UniProtKB:Q30201	HFE	PMID:18353247		GO:2000273	positive regulation of signaling receptor activity	IGI	UniProtKB:P02787|UniProtKB:P61769|UniProtKB:Q07891|UniProtKB:Q9UP52		20150805	UniProtKB:Q9UP52	NCBITaxon:9606
BHF-UCL	UniProtKB:Q92854	SEMA4D	PMID:22019888		GO:0010693	negative regulation of alkaline phosphatase activity	IMP			20111208		NCBITaxon:9606
UniProt	UniProtKB:Q92854	SEMA4D	PMID:19788569		GO:0043547	positive regulation of GTPase activity	IMP			20120105		NCBITaxon:9606
UniProt	UniProtKB:Q99570	PIK3R4	PMID:21062745		GO:0043552	positive regulation of phosphatidylinositol 3-kinase activity	IDA			20150422		NCBITaxon:9606
UniProt	UniProtKB:Q8IYM9	TRIM22	PMID:23077300		GO:0051091	positive regulation of DNA-binding transcription factor activity	IDA			20131213	UniProtKB:P05412	NCBITaxon:9606
UniProt	UniProtKB:Q8IYM9	TRIM22	PMID:23077300		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IDA			20131213		NCBITaxon:9606
BHF-UCL	UniProtKB:Q8IYL9	GPR65	PMID:15618224		GO:0090630	activation of GTPase activity	IDA			20091124		NCBITaxon:9606
ARUK-UCL	UniProtKB:Q99538	LGMN	PMID:18374643		GO:0097202	activation of cysteine-type endopeptidase activity	IDA			20180307	UniProtKB:Q99538	NCBITaxon:9606
ARUK-UCL	UniProtKB:Q99538	LGMN	PMID:9821970		GO:0097202	activation of cysteine-type endopeptidase activity	IDA			20180307	UniProtKB:Q99538	NCBITaxon:9606
AgBase	UniProtKB:P08134	RHOC	PMID:19887681		GO:0060193	positive regulation of lipase activity	IDA			20150330	UniProtKB:Q9FD10	NCBITaxon:9606
UniProt	UniProtKB:Q86YR5	GPSM1	PMID:11024022		GO:0034260	negative regulation of GTPase activity	IDA			20170803		NCBITaxon:9606
UniProt	UniProtKB:Q86YR5	GPSM1	PMID:11024022		GO:1905098	negative regulation of guanyl-nucleotide exchange factor activity	IDA			20170803		NCBITaxon:9606
UniProt	UniProtKB:Q86Z20	CCDC125	PMID:19787194		GO:0090630	activation of GTPase activity	IDA			20170809		NCBITaxon:9606
ComplexPortal	UniProtKB:P08151	GLI1	PMID:24311597		GO:1990787	negative regulation of hh target transcription factor activity	IDA			20150629		NCBITaxon:9606
UniProt	UniProtKB:P26583	HMGB2	PMID:978439		GO:0032075	positive regulation of nuclease activity	IDA			20100326		NCBITaxon:9606
UniProt	UniProtKB:P26583	HMGB2	PMID:19965638		GO:0043388	positive regulation of DNA binding	IDA			20100326		NCBITaxon:9606
UniProt	UniProtKB:Q8TEK3	DOT1L	PMID:22002246		GO:2000677	regulation of transcription regulatory region DNA binding	IMP			20111130		NCBITaxon:9606
UniProt	UniProtKB:O96018	APBA3	PMID:19726677		GO:0043086	negative regulation of catalytic activity	IDA			20120312		NCBITaxon:9606
BHF-UCL	UniProtKB:O96004	HAND1	PMID:11802795		GO:0043433	negative regulation of DNA-binding transcription factor activity	IDA			20141031		NCBITaxon:9606
BHF-UCL	UniProtKB:O96004	HAND1	PMID:11802795		GO:1903026	negative regulation of RNA polymerase II regulatory region sequence-specific DNA binding	IDA			20141031		NCBITaxon:9606
HGNC-UCL	UniProtKB:Q6UW88	EPGN	PMID:15611079		GO:0043406	positive regulation of MAP kinase activity	IDA			20070521		NCBITaxon:9606
HGNC-UCL	UniProtKB:Q6UW88	EPGN	PMID:15611079		GO:0045741	positive regulation of epidermal growth factor-activated receptor activity	IDA			20070521		NCBITaxon:9606
CAFA	UniProtKB:P08581	MET	PMID:25198505		GO:1905098	negative regulation of guanyl-nucleotide exchange factor activity	IDA			20161024	UniProtKB:Q92974	NCBITaxon:9606
UniProt	UniProtKB:Q86UL8	MAGI2	PMID:10760291		GO:0032516	positive regulation of phosphoprotein phosphatase activity	IDA			20111206	UniProtKB:P60484	NCBITaxon:9606
UniProt	UniProtKB:Q8TAI7	RHEBL1	PMID:16328882		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IDA			20090316		NCBITaxon:9606
UniProt	UniProtKB:Q8IUD2	ERC1	PMID:15218148		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IDA			20210624		NCBITaxon:9606
